Department,Design,Class,Sub-Class,Item  #,Style  #,Vendor Model  #,Vendor  #,Item Desc,Store,Individual Cost Value,On-hand,Individual Selling Value,Image Dir.,AvgWeight,Create Date,Whole Cost
EARRINGS,LOVE,"""--""",HOOPS,227999V,MER10000678-1,MER10000678,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL HOOPS EARRINGS (NO WARRANTY),VJ-S.ANITA,92,1,419,\227999S.webp,4.5,8/1/2025,152.36
LADYS RING,NOVELLO,ETERNAL-VOW,HEART,223400Y,MRF02500354-9,MRF02500354,MHVR,"10KT""ETERNAL VOW""  LABGROWN DIAMOND HEART HALO PROMISE RING",VJ-S.ANITA,308,1,2799,\184035.webp,2.9,5/15/2025,318.07
EARRINGS,,14KT,,178345,CO-MER05000159,CO-MER05000159,MHVR,14KT CUSHION SHAPE EARRINGS,VJ-CULVER,211,1,2599,\178345.webp,1.85,9/6/2023,295.34
B,LOVE,B TOPAZ,BIRTHSTONE,230167S,MHS00036R-BLUETOPAZ,MHS00036R-BLUETOPAZ,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 1.25CT BLUE TOPAZ HALO RING,VJ-S.ANITA,43,1,209,\OTHER\MHS00036R-BLUETOPAZ-0.webp,1.85,9/28/2025,76
EARRINGS,,14KT,,178361Y,MER15000172-1,MER15000172,MHVR,14KT EARRINGS,VJ-VIS,597,1,6999,\178361.webp,5.8,1/25/2022,795.34
EARRINGS,LOVE,"""--""",HOOPS,228033S,CO-MER10000667,CO-MER10000667,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL HOOPS EARRINGS,VJ-ROSE,123,1,579,\228033S.webp,5.35,8/2/2025,210.55
BE,LOVE,AMETHYST,BIRTHSTONE,230244S,MHS00038E-AME,MHS00038E-AME,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 1.50CT AMETHYST HALO EARRINGS,VJ-PALM,59,1,289,\MHVR\MHS00038E-AME-0.webp,1.95,9/29/2025,105.09
PENDANT,NOVELLO,,SPORTS,235345V,MPD21500925-A-1,MPD21500925,MHVR,SILVER LABGROWN DIAMOND VERMEIL PLATED ENAMEL ANIMAL SHIELD PENDANT WITH CHAIN (NO WARRANTY),MAIN,387,1,5499,,14,1/7/2026,624.89
BE,LOVE,RUBY,BIRTHSTONE,230202S,MHS00039E-RUBY,MHS00039E-RUBY,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 2.25CT RUBY HALO EARRING,VJ-ONT,74,1,359,\MHVR\MHS00039E-RUBY-0.webp,2.6,9/28/2025,130.55
EARRINGS,,,,182018Y,MER02500115-1,MER02500115,MHVR,14KT ILLUSION EARRINGS,VJ-LONG,143,1,1599,\182018.webp,0,3/16/2021,181.70
MENS BRCLT,LINKNLOCK,,CUBAN,228955S,MBR25000329,MBR25000329,MHVR,SILVER LABGROWN DIAMOND LINKNLOCK CUBAN BRACELET,VJ-HEND,396,1,1389,\229151S.webp,18.4,8/13/2025,505.09
PENDANT,LOVE,"""--""",INITIAL,227458S,CO-MPD01001307,CO-MPD01001307,MHVR,"SILVER LABGROWN DIAMOND LOVE-SPELL  INITIAL ""G""  PENDANT",VJ-BAY,35,1,169,\227458S.webp,4.2,7/27/2025,61.45
FANCY NECK,LOVE,"""--""",,228787V,MNC050000153-1,MNC050000153,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL PEAR FANCY NECKLACE (NO WARRANTY),VJ-S.ANITA,74,1,299,\228787.webp,3.65,8/12/2025,108.73
EARRINGS,LINKNLOCK,,,235585V,MER40000763-1,MER40000763,MHVR,SILVER LABGROWN DIAM. LINKNLOCK NATURAL TREATED BLACK DIAMOND VERMEIL PLATED STUD EARRINGS (NO WARRA,VJ-INLND,335,1,1499,\235585Y.webp,2.75,1/28/2026,545.09
BE,LOVE,PERIDOT,BIRTHSTONE,230108V,MHS00035E-PERIDOT-1,MHS00035E-PERIDOT,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL PLATED 2.00CT PERIDOT HALO EARRING (NO WARRANTY),VJ-LONG,54,1,249,\MHVR\MHS00035E-PERIDOT-1-0.webp,2,9/27/2025,90.55
PENDANT,LOVE,"""--""",CROSS,227619V,MPD01501274-1,MPD01501274,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL CROSS PENDANT ( NO WARRANTY ),VJ-PALM,40,1,179,\227619S.webp,4.7,7/29/2025,65.09
MENS BRCLT,LINKNLOCK,,CUBAN,228795S,MBR38000330,MBR38000330,MHVR,SILVER LABGROWN DIAMOND LINKNLOCK CUBAN BRACELET,VJ-EAST,522,1,2089,\228795S.webp,32.2,8/12/2025,759.64
BP,LOVE,OPAL,BIRTHSTONE,229886S,MHS00029P-OPAL,MHS00029P-OPAL,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 0.50CT OPAL HALO PENDANT,VJ-SAL,35,1,269,\MHVR\MHS00029P - OPAL -0.webp,0.75,9/24/2025,97.82
BE,LOVE,P SAPPHIRE,BIRTHSTONE,230248S,MHS00038E-PINKSAPP,MHS00038E-PINKSAPP,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 1.50CT PINK SAPPHIRE HALO EARRINGS,VJ-VICTOR,59,1,289,\MHVR\MHS00038E-PINKSAPP-0.webp,1.95,9/29/2025,105.09
FANCY NECK,,14KT,CUBAN,195740Y,MNC11620076-1,MNC11620076,MHVR,14KT SINGLE ROW MIAMI CUBAN LINK NECKLACE 8MM,DE-SOUTH,12285,1,135499,\195740.webp,87.5,10/3/2022,15397.61
LADYS RING,LOVE,"""--""",7,227168V,CO-MRF03301035-1,CO-MRF03301035,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL HALO LADYS RING ( NO WARRANTY ),VJ-VIS,54,1,239,\227168S.webp,2.7,7/18/2025,86.91
LADYS RING,NOVELLO,ETERNAL-VOW,7,223403,MRF02000218-8,MRF02000218,MHVR,"10KT""ETERNAL VOW""  LABGROWN DIAMOND PROMISE RING",VJ-OAK,152,1,1699,\181461.webp,1.5,5/15/2025,193.07
TRIO,,10KT,,190143,MRF04000548-2,MRF04000548,MHVR,10KT TRIO SET,VJ-S.ANITA,715,1,7995,\190143.webp,7.5,1/10/2023,908.52
BE,LOVE,EMERALD,BIRTHSTONE,230184S,MHS00037E-EMERALD,MHS00037E-EMERALD,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 0.75CT EMERALD HALO EARRING,VJ-OAK,61,1,299,\OTHER\MHS00037E-EMERALD-0.webp,2.55,9/28/2025,108.73
EARRINGS,OVANI,18KT,,181542,MER10000110,MER10000110,MHVR,"18KT""OVANI-COLLECTION""   DANGLING EARRINGS",VJ-HEND,642,1,7299,\181542.webp,3.3,10/3/2022,829.43
FANCY NECK,LOVE,"""--""",,228310S,MPD01501263,MPD01501263,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL CIRCLE OF LIFE NECKLACE,VJ-BAY,35,1,199,\228310S.webp,3.75,8/5/2025,72.36
PENDANT,,,INITIAL,182084Y,MPD04500300-1,MPD04500300,MHVR,"14KT INITIAL  ""T""  PENDANT",DBC-STOCK,225,1,2799,\182084.webp,1.8,8/11/2023,318.07
PENDANT,LINKNLOCK,,CROSS,228296S,MPD03301259,MPD03301259,MHVR,SILVER LABGROWN DIAMOND LINKNLOCK CROSS PENDANT,DE-SOUTH,129,2,399,\228296S.webp,12.25,8/5/2025,145.09
B,LOVE,CITRINE,BIRTHSTONE,235397S,MHS010541RF-CITRINE,MHS010541RF-CITRINE,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 5.00CT CITRINE RING,VJ-ROSE,84,1,389,\DM 3D MHS010541RF Citrine.webp,5.3,1/10/2026,141.45
B,LOVE,B TOPAZ,BIRTHSTONE,230256S,MHS00038R-BLUETOPAZ,MHS00038R-BLUETOPAZ,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 0.75CT BLUE TOPAZ HALO RINGS,VJ-BAY,44,1,219,\MHVR\MHS00038R-BLUETOPAZ-0.webp,1.9,9/29/2025,79.64
EARRINGS,NOVELLO,SOL STUDS,6.00 CARAT,228922,ER-LGE+RBC6.00-54,ER-LGE+RBC6.00,MHVR,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND RBC SOLITAIRE STUDS",VJ-S.ROSA,1236,1,22995,,0,8/12/2025,2613.07
PENDANT,LOVE,"""--""",,227603S,CO-MPD02001257,CO-MPD02001257,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL  CLADDAGH HEART PENDANT,VJ-PALM,47,1,229,\227603S.webp,6.25,7/29/2025,83.27
LADYS RING,LOVE,"""--""",7,228015V,MRF00501025-1,MRF00501025,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL HEART PROMISE RING (NO WARRANTY),VJ-FRE,32,1,149,\228015S.webp,2.85,8/1/2025,54.18
PENDANT,LOVE,"""--""",COMPOSITE,227412S,CO-MHS00017P,CO-MHS00017P,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL  COMPOSITE PENDANT,VJ-RENO,39,1,189,\227412S.webp,3.95,7/27/2025,68.73
PENDANT,LOVE,"""--""",INITIAL,227436V,CO-MPD01001295-1,CO-MPD01001295,MHVR,"SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL INITIAL ""P"" PENDANT ( NO WARRANTY )",VJ-OAK,37,1,169,\227436S.webp,4.4,7/27/2025,61.45
EARRINGS,LOVE,"""--""",,227146S,MHS00017E,MHS00017E,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL  ROUND COMPOSITE EARRINGS,VJ-EAST,28,1,259,\227146S.webp,2.3,7/18/2025,94.18
BE,LOVE,EMERALD,BIRTHSTONE,227987S,MER00000673-EME,MER00000673,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL RBC EMERALD STUDS EARRINGS,VJ-PALM,25,1,99,\227987S.webp,0.9,8/1/2025,36
BE,LOVE,AMETHYST,BIRTHSTONE,235387S,MHS010541ER-AMETHYST,MHS010541ER-AMETHYST,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 2.00CT AMETHYST EARRING,VJ-PB,82,1,369,\DM 3D MHS010541ER Ame.webp,5.1,1/10/2026,134.18
BE,LOVE,CITRINE,BIRTHSTONE,230238V,MHS00038E-CITRINE-1,MHS00038E-CITRINE,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL PLATED 1.00CT CITRINE HALO EARRINGS (NO WARRANTY),VJ-BAKER,59,1,269,\MHVR\MHS00038E-CITRINE-0.webp,1.95,9/29/2025,97.82
EARRINGS,LOVE,"""--""",HOOPS,228011S,CO-MER05000694,CO-MER05000694,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL HOOPS EARRINGS,VJ-VAL,68,1,389,\228011S.webp,6.5,8/1/2025,141.45
LADYS RING,LOVE,,INITIAL,235660S,MRF00501002,MRF00501002,MHVR,"SILVER LABGROWN DIAMOND LOVE-SPELL  INITIAL ""A""  RING",VJ-RENO,17,1,109,\226110-S.webp,1.2,1/30/2026,39.64
BE,LOVE,CITRINE,BIRTHSTONE,235395V,MHS010541ER-CITRINE-1,MHS010541ER-CITRINE,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL PLATED 3.00CT CITRINE EARRING (NO WARRANTY),VJ-BAKER,97,1,389,\DM 3D MHS010541ER Citrine.webp,5.1,1/10/2026,141.45
PENDANT,LOVE,"""--""",INITIAL,227965S,MPD00701397-2,MPD00701397,MHVR,"SILVER LABGROWN DIAMOND LOVE-SPELL INITIAL ""V""  PENDANT",VJ-SERRA,39,1,189,\227965V.webp,5.5,8/1/2025,68.73
PENDANT,,,INITIAL,181956,MPD05500284,MPD05500284,MHVR,"14KT INITIAL  ""D""  PENDANT",VJ-BAKER,249,1,2999,\181956.webp,2.1,9/30/2022,340.80
EARRINGS,DIANI,14KT,,239176,MER11500810,MER11500810,MHVR,14KT''DIANI-COLLECTION'' HIDDEN HALO ROUND SOLITIARE STUDS,VJ-NORTH,1146,1,8699,\239176.webp,0.9,5/14/2026,988.52
PENDANT,LOVE,,INITIAL,235658S,CO-MPD01001308,CO-MPD01001308,MHVR,"SILVER LABGROWN DIAMOND LOVE-SPELL  INITIAL ""L""  PENDANT",VJ-HEND,37,1,179,\227462S.webp,3.9,1/30/2026,65.09
GENTS RING,,14KT,10,180349Y,MRF11000192-1,MRF11000192,MHVR,14KT GENTS RING,VJ-HEND,1205,1,13499,\180349.webp,7.91,2/20/2023,1533.98
LADYS BRCL,LOVE,"""--""",7,228021S,CO-MBR20000340,CO-MBR20000340,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL TENNIS BRACELET,DBC-STOCK,160,1,989,\228021S.webp,9.2,8/1/2025,359.64
B,LOVE,AMETHYST,BIRTHSTONE,235389S,MHS010541RF-AMETHYST,MHS010541RF-AMETHYST,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 5.00CT AMETHYST RING,VJ-PALM,84,1,389,\DM 3D MHS010541 Amethyst.webp,5.2,1/10/2026,141.45
BE,LOVE,AMETHYST,BIRTHSTONE,230076V,MHS00034E-AME-1,MHS00034E-AME,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL PLATED 3.25CT AMETHYST HALO EARRING (NO WARRANTY),VJ-OAK,78,1,349,\OTHER\MHS00034E-AME-0.webp,2.9,9/26/2025,126.91
EARRINGS,LOVE,"""--""",HOOPS,228298S,CO-MER20000697,CO-MER20000697,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL HOOPS EARRINGS,VJ-VIS,211,1,879,\228298S.webp,6.95,8/5/2025,319.64
LADYS RING,NOVELLO,ETERNAL-VOW,HEART,217868Y,MRF03500449-4,MRF03500449,MHVR,"10KT""ETERNAL VOW""  LABGROWN DIAMOND HEART HALO PROMISE RING",VJ-OAK,288,1,3199,\185641.webp,2.5,10/21/2024,363.52
FANCY NECK,LOVE,"""--""",INFINITY,228308S,MPD01001252,MPD01001252,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL INFINITY NECKLACE,VJ-S.ROSA,35,1,169,\228308S.webp,4,8/5/2025,61.45
EARRINGS,LOVE,"""--""",,227154S,MER01000700,MER01000700,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL  HEART STUDS EARRINGS,VJ-SOLANO,27,1,159,\227154S.webp,2.95,7/18/2025,57.82
BP,LOVE,GARNET,BIRTHSTONE,230218S,MHS00038P-GARNET,MHS00038P-GARNET,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 0.75CT GARNET HALO PENDANT,VJ-FRE,45,1,319,\MHVR\MHS00038P-GARNET-0.webp,1.07,9/28/2025,116
BP,LOVE,P SAPPHIRE,BIRTHSTONE,235375V,MHS00541PD-P.SAPPHIRE-1,MHS00541PD-P.SAPPHIRE,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL PLATED 5.00CT PINK SAPPHIRE PENDANT (NO WARRANTY),VJ-INLND,103,1,419,\235385.webp,5.25,1/10/2026,152.36
PENDANT,LOVE,"""--""",INITIAL,227965S,MPD00701397-2,MPD00701397,MHVR,"SILVER LABGROWN DIAMOND LOVE-SPELL INITIAL ""V""  PENDANT",VJ-S.ANITA,39,1,189,\227965V.webp,5.5,8/1/2025,68.73
LADYS RING,NOVELLO,SOL RING,2.00 CARAT,229568,229568,LGE+RBC2.00,MHVR,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND SOLITAIRE RING",VJ-VICTOR,647,1,11995,,2.8,9/5/2025,1363.07
PENDANT,LOVE,"""--""",INITIAL,228302V,CO-MPD01001294-1,CO-MPD01001294,MHVR,"SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL INITIAL ""W"" PENDANT (NO WARRANTY)",VJ-S.ROSA,37,1,169,\228302S.webp,4.5,8/5/2025,61.45
LADYS BRCL,LOVE,"""--""",7,228777S,MBR01500327,MBR01500327,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL BOLO TENNIS BRACELET,VJ-HEND,43,1,249,\228777S.webp,3.2,8/12/2025,90.55
B,LOVE,GARNET,BIRTHSTONE,229999S,MHS00031R-GARNET,MHS00031R-GARNET,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL0.75CT GARNET HALO RING,VJ-S.ANITA,33,1,159,\MHVR\MHS00031R-GARNET-0.webp,1.6,9/25/2025,57.82
PENDANT,LINKNLOCK,,CROSS,235226V,MPD00001354-1,MPD00001354,MHVR,SILVER LABGROWN DIAMOND LINKNLOCK VERMEIL PLATED CROSS PENDANT (NO WARRANTY),VJ-VAL,116,1,459,\235226S.webp,12.3,12/24/2025,166.91
BE,LOVE,B TOPAZ,BIRTHSTONE,229981S,MHS00031E-BLUETOPAZ,MHS00031E-BLUETOPAZ,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 1.75CT BLUE TOPAZ HALO EARRING,VJ-S.ANITA,56,1,279,\MHVR\MHS00031E-BLUETOPAZ-0.webp,1.75,9/25/2025,101.45
LADYS RING,OVANI,SEMIMOUNT,7,202555,MRF10000738,MRF10000738,MHVR,"18KT""OVANI-COLLECTION""  SEMIMOUNT RING",VJ-EAST,1345,1,14995,\202555.webp,5.4,4/29/2023,1703.98
B,LOVE,AMETHYST,BIRTHSTONE,230397S,MHS00029R-AMETHYST,MHS00029R-AMETHYST,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 1.00CT AMETHYST HALO RING,DBC-STOCK,35,1,139,\MHVR\MHS00029R-AMETHYST-0.webp,1.75,9/29/2025,50.55
BE,LOVE,AMETHYST,BIRTHSTONE,230244S,MHS00038E-AME,MHS00038E-AME,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 1.50CT AMETHYST HALO EARRINGS,VJ-BAKER,59,1,289,\MHVR\MHS00038E-AME-0.webp,1.95,9/29/2025,105.09
FANCY NECK,LOVE,"""--""",,228254S,CO-MPD01501272,CO-MPD01501272,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL PAW PRINT HEART NECKLACE,VJ-SERRA,45,1,219,\228254S.webp,5.6,8/4/2025,79.64
EARRINGS,LOVE,"""--""",HOOPS,227999S,MER10000678,MER10000678,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL HOOPS EARRINGS,VJ-S.ROSA,76,1,389,\227999S.webp,4.5,8/1/2025,141.45
BP,LOVE,AMETHYST,BIRTHSTONE,230230V,MHS00038P-AME-1,MHS00038P-AME,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL PLATED 0.50CT AMETHYST HALO PENDANT (NO WARRANTY),VJ-BAY,68,1,309,\MHVR\MHS00038P-AME-0.webp,1.07,9/29/2025,112.36
B,AANIKA.V,EMERALD,BIRTHSTONE,203515Y,MRF06500760-1,MRF06500760,MHVR,14KTAANIKA.V 1.50CT-EMERALD DOUBLE HALO SPLIT SHANK RING,VJ-CULVER,561,1,7299,\203515.webp,5.8,6/1/2023,829.43
EARRINGS,NOVELLO,SOL STUDS,5.00 CARAT,228844,ER-LGE+RBC5.00-79,ER-LGE+RBC5.00,MHVR,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND RBC SOLITAIRE STUDS",VJ-SERRA,1032,1,18995,,0,8/12/2025,2158.52
BP,LOVE,AMETHYST,BIRTHSTONE,230066S,MHS00034P-AME,MHS00034P-AME,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 1.75CT AMETHYST HALO PENDANT,VJ-S.ANITA,46,1,319,\OTHER\MHS00034P-AME-0.webp,1.35,9/26/2025,116
PENDANT,OVANI,22KT,,178123Y,MPD34000101-22KT-2,MPD34000101-22KT,MHVR,"22KT""OVANI22""  JESUS FACE PENDANT",MAIN,7908,2,86995,\178123.webp,36,11/2/2020,9885.80
GENTS RING,,14KT,10,182854Y,MRF04500275-1,MRF04500275,MHVR,14KT CHANNEL GENTS BAND,DBC-GM,699,1,7699,\182854.webp,4.9,5/29/2024,874.89
PENDANT,,,INITIAL,181960,MPD04000286,MPD04000286,MHVR,"14KT INITIAL  ""F""  PENDANT",DBC-GM,225,1,2799,\181960.webp,1.7,11/11/2021,318.07
LADYS RING,OVANI,SEMIMOUNT,7,201612,MRF24500716,MRF24500716,MHVR,"18KT""OVANI-COLLECTION""  SEMIMOUNT RING",VJ-ONT,1200,1,14995,\DIA\201612.webp,7.6,3/27/2023,1703.98
EARRINGS,LOVE,"""--""",HOOPS,227973V,MER03500683-1,MER03500683,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL HOOPS EARRINGS (NO WARRANTY),VJ-VAL,74,1,339,\227973S.webp,6.4,8/1/2025,123.27
PENDANT,LOVE,"""--""",,227469S,CO-MPD01501322,CO-MPD01501322,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL  KNOT PENDANT,VJ-VICTOR,37,1,179,\227469S.webp,4.55,7/27/2025,65.09
FANCY NECK,LOVE,"""--""",,228300S,CO-MPD02001285,CO-MPD02001285,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL DOUBLE HEART FANCY NECKLACE,VJ-SOLANO,40,1,239,\228300S.webp,4.95,8/5/2025,86.91
PENDANT,LINKNLOCK,-,CROSS,234367V,MPD03301347-1,MPD03301347,MHVR,SILVER LABGROWN DIAMOND LINKNLOCK VERMEIL PLATED CROSS PENDANT (NO WARRANTY),VJ-S.ANITA,150,1,599,\234367S.webp,11.45,12/4/2025,217.82
BP,OVANI,JADE,BIRTHSTONE,203528Y,MPD14000982-1,MPD14000982,MHVR,"18KT""OVANI-COLLECTION""  JADE & EMERALD PENDANT",MAIN,1305,1,18995,\203528.webp,32.3,6/1/2023,2158.52
GENTS RING,LINKNLOCK,-,10,234389V,MRF10001093-1,MRF10001093,MHVR,SILVER LABGROWN DIAMOND LINKNLOCK VERMEIL PLATED MENS RING (NO WARRANTY),DBC-STOCK,159,1,459,\234389S.webp,8.5,12/4/2025,166.91
PENDANT,NOVELLO,SOL PNDT,1.00 CARAT,229063,229063,LGE+RBC1.00,MHVR,"14KT""NOVELLO-COLLECTION"" IGI CERT LABGROWN DIAMOND RBC SOLITAIRE PENDANT",VJ-PALM,452,1,6995,,1.5,8/14/2025,794.89
EARRINGS,LOVE,"""--""",,227148S,CO-MER01500690,CO-MER01500690,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL  MARQUISE COMPOSITE EARRINGS,VJ-MOD,23,1,139,\227148S.webp,1.9,7/18/2025,50.55
PENDANT,LOVE,"""--""",INITIAL,227444S,CO-MPD01001300,CO-MPD01001300,MHVR,"SILVER LABGROWN DIAMOND LOVE-SPELL  INITIAL ""K""  PENDANT",VJ-S.ANITA,36,1,169,\227444S.webp,4.5,7/27/2025,61.45
BP,LOVE,TANZANITE,BIRTHSTONE,230128V,MHS00036P-TANZA-1,MHS00036P-TANZA,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL PLATED 1.25CT TANZANITE HALO PENDANT (NO WARRANTY),VJ-S.ANITA,63,1,279,\MHS00036P.webp,1,9/27/2025,101.45
LADYS BRCL,LOVE,"""--""",7.5,228791V,MBR05000317-1,MBR05000317,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL PAPERCLIP BRACELET (NO WARRANTY),VJ-NORTH,72,1,319,\228791S.webp,2.75,8/12/2025,116
GENTS RING,,,10,239656,MRF00001227,MRF00001227,MHVR,SILVER WITH 10KT CROSS MENS RING,VJ-HEND,124,1,999,\239656.webp,10.3,5/24/2026,113.52
B,LOVE,PARAIBA,BIRTHSTONE,230025V,MHS00032R-PARAIBA-1,MHS00032R-PARAIBA,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL VERMEIL PLATED 2.00CT PARAIBA HALO RING (NO WARRANTY),DBC-GM,66,1,299,\MHVR\MHS00032R-PARAIBA-0.webp,2.75,9/26/2025,108.73
EARRINGS,LINKNLOCK,,,235591B,MER16000764-2,MER16000764,MHVR,SILVER LINKNLOCK NATURAL TREATED BLACK DIAMOND BLACK PLATED STUD EARRINGS (NO WARRANTY),VJ-MOD,146,1,719,\235591S.webp,2.55,1/28/2026,261.45
EARRINGS,LOVE,"""--""",HOOPS,228005S,CO-MER05000685,CO-MER05000685,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL INFINITY HOOPS EARRINGS,VJ-VIS,68,1,379,\228005S.webp,6.1,8/1/2025,137.82
B,LOVE,GARNET,BIRTHSTONE,229907S,MHS00029R-GARNET,MHS00029R-GARNET,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 1.00CT GARNET HALO RING,VJ-CHAND,39,1,189,\MHVR\MHS00029R-GARNET-0.webp,1.75,9/24/2025,68.73
EARRINGS,NOVELLO,SOL STUDS,5.00 CARAT,228826,ER-LGE+RBC5.00-61,ER-LGE+RBC5.00,MHVR,"14KT""NOVELLO-COLLECTION""  IGI CERT LABGROWN DIAMOND RBC SOLITAIRE STUDS",VJ-DEER,1027,1,18995,,0,8/12/2025,2158.52
BP,LOVE,PARAIBA,BIRTHSTONE,230007S,MHS00032P-PARAIBA,MHS00032P-PARAIBA,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 2.00CT PARAIBA HALO PENDANT,VJ-PALM,39,1,289,\MHVR\MHS00032P-PARAIBA-0.webp,0.8,9/26/2025,105.09
PENDANT,NOVELLO,,SPORTS,235345S,MPD21500925-A,MPD21500925,MHVR,SILVER LABGROWN DIAMOND ENAMEL ANIMAL SHIELD PENDANT WITH CHAIN,VJ-SOLANO,304,1,5499,,14,1/7/2026,624.89
PENDANT,LOVE,"""--""",,227631S,CO-MPD01001283,CO-MPD01001283,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL  PALM TREE PENDANT,VJ-PALM,36,1,169,\227631S.webp,4.5,7/29/2025,61.45
B,LOVE,AMETHYST,BIRTHSTONE,235389S,MHS010541RF-AMETHYST,MHS010541RF-AMETHYST,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL 5.00CT AMETHYST RING,VJ-VAL,84,1,389,\DM 3D MHS010541 Amethyst.webp,5.2,1/10/2026,141.45
PENDANT,LOVE,"""--""",,227430S,CO-MPD02501396-2,CO-MPD02501396,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL  MOM PENDANT,MAIN,61,2,289,\227430S.webp,4.1,7/27/2025,105.09
PENDANT,,,HAMSA,190387R,MPD12000907-4,MPD12000907,MHVR,14KT HAMSA DIAMOND PENDANT,DBC-GM,580,1,6499,\171020..webp,4.6,1/13/2022,738.52
GENTS RING,LINKNLOCK,-,10,234389V,MRF10001093-1,MRF10001093,MHVR,SILVER LABGROWN DIAMOND LINKNLOCK VERMEIL PLATED MENS RING (NO WARRANTY),VJ-PALM,159,1,459,\234389S.webp,8.5,12/4/2025,166.91
PENDANT,LOVE,"""--""",,227473S,CO-MPD06501314-A,CO-MPD06501314-A,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL  SOLITIARE PENDANT,VJ-MOD,57,1,319,\227473S.webp,3.6,7/27/2025,116
BP,LOVE,B TOPAZ,BIRTHSTONE,230096S,MHS00035P-BLUETOPAZ,MHS00035P-BLUETOPAZ,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL  1.75CT BLUE TOPAZ HALO PENDANT,VJ-S.ROSA,36,1,269,\MHVR\MHS00035P-BLUETOPAZ-0.webp,0.95,9/26/2025,97.82
EARRINGS,LOVE,"""--""",,227154S,MER01000700,MER01000700,MHVR,SILVER LABGROWN DIAMOND LOVE-SPELL  HEART STUDS EARRINGS,VJ-CHAND,27,2,159,\227154S.webp,2.95,7/18/2025,57.82
